oh jew-bus ! two years worth of classes ' work is alot to organize & gt ; _ & lt ; i 'm not finishing tonight , it 's not possible ... my bones ache 
omg ! ! ! first scene of jonas is awesome ! ! ! ! ! ! i can not wait til staurday 4 this ! ! ! ! ! ! ! ! ! ! ! 
this sucks . i am going to orlando where there might be swine flu . wait , omg ! their is a case of possible swine flu in my city ! ! ! ! wah 
bou to hit the zzzzz ! hate life . eat mcdonals . sleep . thats my life . dosent it sound wonderful ? ... anyway bye twit bugs ! ! ! & lt ; 3-devonna 
bout 2 hit the zzzzz ! hate life . eat mcdonals . sleep . thats my life . dosent it sound wonderful ? ... anyway bye twit bugs ! ! ! & lt ; 3-devonna 
oh i can still go to his page ! i do n't have to request him , i do n't think ... aww man that 's weird , why 'd he block you ? lol 
checking on cartoon network 's schedule . omg ! so sad i 'm missing a chowder epi ! wan na run to house & amp ; rapidly turn on the tv ! & gt ; 
i want big sis dino here right now . i need a hug and taco bell ! ! digressing ... again i do n't want to stay in bed all week . hug me ? 
loves ashley tisdale so much ! ! ! ! ! i havent met her yet , and it sucks mum & amp ; dad say i never will.. but im not giving up , ly 
okay , 5am , i 'm out i 'm supposed to be going to the cotton pickin ' fair today , no lie xd and i 'm supposed to be up in three hours fml 
i rocked the poisoning analysis for lab & amp ; analytical skills ! 95 % ! ! but 2nd examiner took me down to 81 % why mr 2nd examiner ? ? why ? ? 
grr ! now i ca n't sleep ! .. what else could possible go wrong ? ? today is not my day is it . everything was fine till i woke up this morning ! 
a little bit tired . & amp ; having absurd london expo nightmares . like changed table positions & amp ; i forget my stock & amp ; then get felt up by a perv 
we used to have a falcon that lived in our rigging , but he has n't pooped on our deck in days . i think he might be dead . rip , poopy bird . 
bamboozle day 1 : i honestly dunno who i 'm seeing today . if i wan na see everyone i really wan na see i 'd have to stay for like 5min a set . 
i went to tk maxx last week , and i found this top that i really wanted , but i did n't have the money . i 've now discovered that it is sold . 
wow do i have bed hair , i look like a rooster . i also have a splitting headache ! did i snore 2 loud ? ! blueberry muffin & amp ; then excedrin . 
come full circle from two weeks ago ï¿½ welcome to another & quot ; pookfest & quot ; ! day two for lil ' evan ... i am tired of wadding through the vomit ! 
i hate that i 'm up this early on a saturday . it would be cool if it were for something fun . ill be at work for the next 12 hrs . woot ? 
i wan na see miley again i saw her when the & quot ; hannah montana the movie & quot ; premiere was on ... she 's really beautiful like she looks on tv ! 
woke up early ... too early ... my motto ( that only works on saturday and sunday ) go to bed late ... stay up late ! eh ? eh ? no . haha . 
come on ! ! ! ! ! ! ! ! ! mama dont do rigshot asham to me you know that i am ragish ! i love you and you know it dumbi mama xd 
wow.. that 's a lot.. when i get one i 'm just getting the 8g but hey , it 's good enough for me , like , now i just got a 4..or 2 ? 
dragged myself to class an hour late .. it is a 6 hour class .. ughhhh .. & amp ; & amp ; now im regretting it .. should stayed @ home and worked out 
i think i understand rdf . still ca n't go to galway . drupal & quot ; import export & quot ; problems solved , except now it do n't matter where data is . 
okay so i know it 's like , 6:45pm ... but im'a go to sleep , so tired and ill ... also , i 'll scan in the drawing andie tong did tomorrow ... xo 
aww , that 's nice . i wish my humans would get a cat , or a dog [ so that i can go for rides on it ] . but they have allergies ! 
oh yes . i used to love johnny . i hope their new album is good , but i did n't like let love in , so i prob wo n't like the new 1 
at mcdonalds . i so want to go play in the ball pit . xd i have n't been in one of those in so many years . i 'm too old now though . 
when it aires i ` ï¿½ï¿½ probably be asleep the clock is like 5 a.m here if they mean it airs 8 o clock on the west side : s haha what do i know 
i want a makeover . . . anyone wan na play salon ? lol so f'in bored . she 's playing video games and wont let me play ( she dont wan na lose ) 
& quot ; with endless love , we left you sleeping , now we 're sleeping with you , do n't wake up & quot ; & lt ; - really touchy phrase : o 
soo jealous of anyone who saw third eye blind , asher roth , all time low , and new found glory at bamboozle . tell me why i did n't go ? ! ? ! 
beauty and the beast usher for 12 of 15 shows ( picked up grandma for 1 , sick for 2 ) . i 'll miss it it 's gon na be in my head forever 
i apologize for all the random bs- but i have to ask , & amp ; many want to know ... were you offended by & quot ; the pants & quot ; business ? 
i miss you guys ... sorry i was gone all day ! i guess i 'll see you all in the morning and figure out how i can get live on here to chat w/u 
have n't tweeted since yesterday or so . but i think i 'm going to bed . i 'm so tired . tomorrow 's my first day back to work in almost a week . 
hates that it 's so easy to gain weight and so hard to lose it why ca n't money be like that ... easy to gain , hard to lose ? ... dang it ! 
i 'm goning nite nite . i am watching the strangers with my ex and his bff . i know , i know . i 'm always with him lol he wo n't go home 
going stables soon ! ! so thought i would come on here & amp ; find out how everyone is before i get ready ? ! ... its really cold outside ! ! ... x 
my feet hurt i 'm tired beast is piling i just got home , gettin in bed and got to be back at work in less then 7 hours , man i love my job 
oh , i 'm so sick i did n't make it . i have some of yaw music & amp ; he is off the hook , but bilal is fantastic ... i 'm sick 
lmao ! ! ! really you look good ! ! hey dave can we heard & quot ; rain live & quot ; next party ? ? ? ? pretty please ! i missed it 
how come i 'm not happy after a night like tonight ? my buddys batchlor party , i 'm the best man , and i 'm not happy . what is wrong with me ? 
the final mix of & quot ; i wan na know you & quot ; is not as good as the tv version ! they took out the solo parts david does on hm ! 
i 'm so sad , i was lucky to see brysons show , but i missed jeydons , cuz that was like 2 : ... . am in my time and i was really tired 
oops i did it again ! ! ! ! ! ! i missed a call from my mother ! ! ! ! ! ! ! she is somewhere in lhasa ( travelling ) ... ... 
'i 'd rather go naked than wear fur ' ads non profit ? hahaa . not sure ! yus . they fail ! i had no idea what platform i had to use in sydney 
i am very disappointed that stephen fry is putting up photos and i cant see them due to a & quot ; technical error & quot ; they are of dublin ! come on ! 
gosh , why does my mother worry too much about me ? i mean that 's cool , but i 'm not a child anymore . i can totally take care of myself . grr 
gon na have to use my gas mower today if the grass does n't dry out . i try to use the reel mower , but it does n't quite work out every time . 
no , lisa 's still away in new york now . i wan na be with her & amp ; with you . miss you both so much wan na have you here w me 
jus got bac 4rm dolce ! ! it was the shit & amp ; of course so was i. now sumbody got ta buy me a new cam since sum bum bitch stole mine 2nite 
damn i can not sleep . wishin i could turn back the hands of time . ca n't get u off my mind . missin u more than u will ever kno ur my heart 
n thanks sweets , i will ! argh i miss u mannnn ca n't wait till ur done ! ! ! ! ! im goin bmth tomorro n none of u will be there ! 
no not yet . jai & lt ; 3 i hope jordan wins , he was amazing last yr. so was rebecca aka ruby . my fave reality show missed out on a logie grr 
is going back to work in 3 weeks . troi oi ! see what i do for a damn car ? shower time , then off to study gon na be one long shower ... 
fact : puzzled ... .6:36am ... .sit'n in da truck listening to & quot ; makaveli 7 day theory & quot ; ... ... weeeeeeeeee bomb first ! ! ( damn i miss tupac ) 
apologies are tough . do n't know what to say , how to say it , when to say it . damn egos getting in the way . damnit , i need to tell someone 
hi douge ! i had such a bad day- i failed in math , again ! plzzz make my day to an awosome day ! ! ! and replay to me . love ya xx 
went for a haircut , a & quot ; trim & quot ; to even it out- it was too long on the bottom & amp ; she cut it all off really short ! 
i prayed for mercy . i miss her so , my & quot ; tickle me & quot ; bootsie . we all miss her , but i think her brother misses her most . 
sooo sad dont ask what happend but something did happen oh jesus help me now and fast ! ! ! ! ! ahhhh ( going to new york in october ! ! ! ! ) 
wants to see wolverine badly . waiting for it to come up on dc . nyone got it yet ? and where 's omaer , i need to get my sound fixed . no time 
love ya too . & lt ; 3 oh and btw the song that you write about me and yosi lost and i ca n't find him write me a new one ? % % 
it 's a beautiful day ! unfortunately i have a sick dog . looks like it 'll just be me & amp ; sebastian walking today . biking , laundry & amp ; sun time 
been for a & quot ; walk & quot ; with my mother and sisterrr . four and a half miles later , i 've realised it was a bad decision to agree ... ouchh 
, you are also lost-fans , right ? i just watched 5x14 . what did you think of it ? i felt really sad that & lt ; my fav char & gt ; died 
hey twitter world , long night & amp ; just waking up , i have n't slept like that in years ... lol . ugly day out im spendin it in da house doing hw 
: me too ! why ca n't they have things in springfield ! ? ! ? ! ? ! oh , yea , cause the only thing good about us is abe ... ugh ... 
tricia 's party did n't happen , but acht weel ! spent 3 days with becky , it was so fun ! = ] ] ] what a good weekend : ] school damorn though 
your mom , right ? sorry to hear it . as for ying , i 'm just terrified she 'll be the next ... well , you know ... & gt ; & lt ; 
i am wishing i was at home in killarney at the rally ! ! a big boo hoo ... missing out on so many men ... its like a cattle mart ! i jokes ! 
so tiredd , watched 10 year olds play some & quot ; great & quot ; basketball today for 8 whole hours but i had a good laugh ! ! ! now bio homwork . 
stay tuned on dna and fake heart , etc . i keep talking it up , but it 's ~ a week off . robo-bat is done , but not being released untl july . 
i sorry ! but yeah , i 'd & quot ; listen & quot ; to the other speeches too . why not , you could be cheering for the speech givers right ? ha 
got koi pond cleanout done today & amp ; 2 winters of car salt stains & amp ; vacuuming addressed . no tires or brakes tho ' -ran out of time & amp ; energy 
& quot ; i ca n't seem to find my own sense of disregard . lord knows i 'm hurting for you . i feel so benign not having control of this. & quot ; 
telstra fax line dead again - odd , its the same as the adsl line which is fine . no dial tone . rings out if u ring in . 4th time in 6 mths 
oh sweetie . you & amp ; me both . btw , i 'm totally with you on the cigarette cravings . i know how hard it is , but you can do it ! 
i havent watched season 2 at all , it isnt on yet in canada . i 'm so scared . i wan na buy season 1 ! sam + trent or devon ? ; p 
omg ... i got it out of the way & gt ; _ & lt ; gosh . i feel you though ... 2mrow going to be crazzy ... i have an exam to do 
whoops , 2nd person got on network and internet slow as ! @ # $ % now . ending twitter cull now . i take it seriously - 787 to 750 ( added too ) 
wow what a awsome day . high of 72 ! got ta go back to work tomorow . tissa and her six will sleep , shop , eat , shop , sleep then sightsee . 
nothing like being in my own bed . about to snuggle with aaron and pass out . zeke is coughing & amp ; crying off & amp ; on . hope he 's not sick 
umass . two & quot ; s & quot ; 's lol hahaha i know you all did amazing except poor dannys head . i even live in ma ! did i go ? no 
ugh laundry ... so sleepy . i miss my truck already but maybe they 'll work on it while their bored & amp ; when i get it back it 'll be all p ... 
so obviously no movie tonight for us boys . sorry . again , let me know if you 're free for friday ! i want to see & quot ; earth & quot ; . 
boooo that 's so sad ! ! ! i 'm so sorry about that . i owe you $ 10 of course ... you should use that for the dipiazza 's show . ; ) 
gd day yest - my beloved gers won 2-0 ( keeping the dream alive ) & amp ; saw wolverine & amp ; had nice meal out with my guy - never enough time tho 
ok ... so i know i say it every sunday , but i am so not ready for tomorrow to be monday ! : -d wish i could spend more time with my family . 
haha yeah ! that was such an epic fail at least pp 's moving here in a few weeks , so we dnt have to fly to ny for hs & amp ; pp haha 
feel like the worst mom ever ! left harv home while i was at work for 8 hours -- -in the dark and with no food ! i am so upset ! bad mommy ! 
got to take one of my baby cats to the vet tommorow . as much as i am against it , i may have to euthanize one of my cats if he gets worse . 
i 'm so in love with my sexy boi craig & lt ; 3 , had the most amazing weekend with him this weekend , only seeing him again in 2 weeks , boo hoo 
if i 'm up much later i ca n't get any ink . my body will not have it . it will rebel against everything i 'm doing here . i cant find garrett . 
feels that the only place where federer ( & amp ; co. ) can defeat nadal , on clay/grass/hard/synthetic - virtua tennis 3 . & quot ; easy & quot ; mode . pity ! 
last tweet for a week . what ammi going to do ? ! ? ! ? ? ! twitter withdrawal have a great time ladies and i expect loads of vid from today ! ! 
shaun ! you never reply 2 me & amp ; i know ur busy but please reply ! love you & amp ; cant wait to c u again for my 5th time . xx 
if i can whip up an english lit paper in the next ... 50 minutes ... i will be going to leeds today . if not , i 'll be writing a lit paper . 
seriously , that was my motivation , but it 's me and i live in tx so what are the odds ? such is my life . i could not fail more if i tried 
tried an alluring dance for my wife ! ! all i got was 'how gay ! ! r u trying to come out 2 me ? ' ... she no luv me no more lol 
worried about the things may come on july 1st ... ... & quot ; i do n't wan na pack my bags ... cause i 'm not ready to go ! & quot ; ... 
and according to another quiz i did ( can you see i 'm bored ) , i 'm not getting married until i 'm 45 ! ok gettin this ass to the gym now ! 
laying in bed , really do n't want to get up because once i do i wo n't be able to lay back down in 12 hours i hate being grown ! ! ! ! 
asked to come in early to work since they were short staffed . told i 'd leave at 6am , got off 7:15am . 9 hrs , no break , no lunch . annoyed . 
sooooo bored ! ! ! ! waiting for my sister and niece to come to my house . my mum is also ill so im even more bored ! ! ! i need cheering up.xxx 
am on gig come down now roll on oct ! thanks 4 the shows , things have been rough this past yr & amp ; its nice 2 lose myself 4 few hrs ! xx 
up , my brother lost one of my baby hamsters last night its in the sofa : s i think this time its gone : ' ( : ' ( 3rd time ive lost one 
my bmi is 21 , which is healthy . i 'm eating a lot healthier ... but no exercise ! goal for the month , exercise . walk , jog , swim , dance ... 
ewww , that stinks . i 've spent so much time and energy to build that network . 520 friends , and all but 20 are & quot ; real & quot ; friends . 
oh i am so gon na hate camp , ( think positive ash ) at least now i have a camera , that can only take 144 photos oh well good night ( morning ) 
life is fantastic all the way oop norf , missing you loads - i feel like i have n't seen ya in forever & amp ; a day { { { hugs } } } 
dead and gone comes out tomorrow ! ! ! ! ! ca n't wait ! although i 'm not sure i will have much time to read it until the week after this ... sigh 
i 've lost before- but then gained it & amp ; then some ! ( w/the help of age , laziness , & amp ; med side effects ) , so now it 's serious 
oh..wow ... ! ! : o the moon looks sssoooo beautiful ! ! ! ! ! i could stare at it till forever.. i just wish i had someone to share it with . ... 
waitiinq and waitinq to leave naenae 's house ! i do not wan na stay here ; ! borinq as _____x : [ : i wish i was at home ! im nvr home tho 
part 1 : happy mother 's to my mama . luv and miss u soooooo very much . it 's almost 4 years , 4 years , i didnt give her any kiss or hug 
done with marking for now ! yippee ! ! a lil short break for now ! ! ! but more to come end of tis month . but when will the flu go away ? 
i could 've been at prom right now . but i had to say no . so my parents made plans for me . we 're here watching a chivas game at a cold ... 
enjoy him while you can . mine is brain damaged for the past 20 years , he 's alive , however & quot ; not there & quot ; you know what i mean ? 
when do you decide to just quit trying to glue sh*t back together & amp ; when to just chunk the glue @ the wall & amp ; throw away the trash ? now . 
torchwood ? ! you 're a fan of torchwood ? i live for this show ! have you heard about the & quot ; mini series & quot ; they 're doing for this ? 
i guess i 'll have to just go to sleep.. gee i rlly wanted 2 say goodnight to my love . oh well . nite again . time 2 zone out for 8 hours ... 
i think i am the only one here who is a mom ? yeah so i ca n't get to that many shows ! i got both cooks this month and thats a miracle ! 
lmao 60 oz 's of bud for breakfast and 132 oz 's for dinner not a bad day ... and not one bad thought , i think i 'm adjusting , do n't want to 
def cant b home fa mom 's day i want the mrs to kno i l-o-v-e her fa all her wisdom . def wldnt b behavin while away if ahe aint mold me ; ) 
i dropped the box on my toe , hurt ! now my wrist is already bruising & amp ; my thumb is purple im gon na put ice on it , hopefully it helps ! 
sis and mom had a fight , grandma is acting invalid ( she 's not ) , and doing my dad 's laundry or he wo n't have anything else to wear . suck . 
i 'm so tired . work was stressful . i injured a customer . i didnt talk toall day . ugh . and now i 'm going to sleep . work at 9 am . 
so , my favorite highway , has shows with danger radio , a rocket to the moon , and the cab , and they 're not coming here . for any . sad day . 
i was doing so well on just 4 hrs of sleep ... but i 'm starting to feel defeated showered , fed ( well a snack ) and sleepy ! time for a nap . 
did u & amp ; wayne make it out alive frm the n.o . show 2nite ? ? ? ? ? ? ? hope so ; what 's music w.o u guys ? ? ? 
