wow , tons of replies from you , may have to unfollow so i can see my friends ' tweets , you 're scrolling the feed a lot . 
well im someone 's bitch . i cant say no cause i feel guilty . even though i hate it . and my arms are sore from moving fixtures 
i 'm obssesing about my weight ! gah ! i ca n't stop thinking about the lbs . i 've gained ! ! ! it 's making me upset 
heading off to my hell . need a vacation badly ! i 'm 32 and have n't been on one since i was 16. ca n't afford one though 
and hating that watching house will kill me ! i ca n't wait for this next episode and at the same time.. i do n't want to see it 
any chance you can switch from bit.ly to tiny url ? i ca n't read any of your links at work as bit.ly gets stopped as 'malicious ' . 
friend 's wedding tomorrow . but the venue is so far away from my place , and not very accessible using the mmts either . what do i do 
omg am i being a stalker or what ? ! i 'm having a 1 sided convo with myself ... through ur twitter bradiekins & lt ; -- haha 
sunshine ... ! ! washing drying . trying to keep boys occupied ... but all the want to do is slob about in pyjamas and play halo.. ! ! 
does anyone use flock ? my accounts & amp ; services info in the sidebar has disappeared . anyone know how to recover them ? no help from flock 
oh hunny ! i can use all appliances in the kitchen . i love to cook and bake ! i just do n't always have someone to eat it 
i posted my '91 golf up for sale last night and i 'm already getting a fair amount of interest ! going to be sad to see her go.. 
so i messed up in setting my alarm last night and over slept no time to study for my test..hope i am able to wing it and pass ! 
it 's at 9:00 but i 've got ta be there 15 minutes before.. : / so very early ! ! my sisters boyfriends doing it the same day 
i 'm on my grind today i have to work both jobs sucks to be me . hopefully no dumb ? 's or long boring meetings with people complaining 
ah well ..win some lose some ! wouldve been nice to have bet on the 100 to 1 winner ! ! ( if wishes were horses ! ) . 
it 's one thing to hear yourself sing . it 's another to hear yourself read a passage from a book . my life is now changed forever . 
trying to wake up while checking my email before going to work while the rest of the world ( and my husband ) is still in bed ! ! 
awe ... . sorry to hear what are you up to this weekend ? we need to catch up , i 'll be home from friday to sunday ! 
cooks rolling to leicester edi if u can put a shouta out 2 tonite its gna b amazing but im not going to be there lol need some followers 
was n't the easter bunny - i ran him over a few years ago . true story - i was even told he was holding a basket of eggs 
fun morning getting new servers into racks ( with a helper this time ! ) . afternoon less fun , writing up documentation . still 4 hours to go 
woke up today to snow on the ground i thought spring was here ! going to classes and spending the rest of my life in the ceramics studio . 
a robot just called my iphone from uva credit union saying they disabled my account . i do n't have an account . spam on cell phones now ? 
my throat is killing me , and while i got a decent night 's sleep last night , i still feel like i 'm about to fall over . 
rant of the day-people who do n't spell my name right . examples-my fiance 's entire family , my realtor , people who reply to my emails , etc 
i do n't think i can find a way to convince mom to drive that far out of her way . maybe you should call her and ask ! 
i think only girls sleep on their hands , cause i always hear of girls waking up with f 's or x 's on their cheeks . that sucks 
i want to crawl back into bed . woke up late , rush to take ashley to school got ticket . what else is gon na happen today ? 
yep . a case of me telling a story on auto-pilot i 've told 50 times already . i was sat next to the guy 's daughter . gutted 
i will no longer drink coffee . if i do , you can have all my jem dolls except out of the house cos that does n't count ! 
appointment for barkley at 3:15. seriously , i need my dog to not have cancer or anything . that 's expensive but i ca n't let him die . 
i would , but all of my nice pants are either too big or too short i 'm going with a dress . hopefully there 's no wind . 
okay guys must start getting ready for class . tuesday and thor 's day ( learned that in class lol ) are my long days 1:00 straight thru 3:30 
i am without a car right now hopefully i 'll get it back after work . and i hate winter weather when it 's suppose to be spring . 
i agree with you there , have you seen the prices of places to go ? , i 'm sure they bump up the prices over the kids hols 
i feel your pain . forced to use my daughter 's computer w/vista while my machine with mandriva os awaits repair . & lt ; sniff & gt ; 
just boarded ! ! thanx ! ! wish you were all coming too i think i hate the word & quot ; mama & quot ; now ! ! 
i love piano ! my mom played , and it 's my favorite music . i 'd take it up again , but my fingers are too arthritic . 
reeling from the news that an 11 and a 10 year old are to be charged with attempted murder maybe it should be the parents in the dock ? 
they were amazing ! ! ! im sad i didnt get to give u or number 5 ( who was killin it ! ! ! ) a huge hug 
it 's going to rain today and i forgot my umbrella . hopefully i can get to work before it does or i 'll have to dodge raindrops ... 
is waiting 4 a chubb engineer to call so he can get out of this freezing unalarmed warehouse & amp ; back 2 the comfort of his warm office 
hi tried meeting you after tour las year , man said youd gone but u hadnt , i missed u just wondered what you fav song is ? x 
there 's really a group like that ? they should blend the two words together to form � knitter ! oh wait , i guess that 's normal . 
more torture from that weather , uhg . i wish there was a cure for migraines . have little hope of growing out of it since mom suffers too 
to the theatre again . determined to see more than the last 40 minutes of the show today . 1st act sounds hilarious but have yet to see it 
i 'm sad to hear the news of an 8-yr-old girl who has been missing in our area - her body was found last night - prayers are needed 
paypal is telling me to look at a guide for ipn.that guide tells me to look at another guide.the 2nd guide tells me to look at the first . 
not like i 'm an important presence on twitter , but i will probably not be updating from the internet until after i get married ; too busy . 
oh no ! not to mention all the dust and yuck they 'll inevitably stir up . i 'm so sorry . theoretically you get a better road ? 
our timing in the last days is bullshit x ) and next week , you 're in holidays but i hope to see you soon ( the weekend ) 
i wish i was black . actually , i think i was meant to be black . i already got the dick ! just not the pigment ... lmao 
spent like an hour on mybrute trying out making different characters ( i made 26 ) ... leveled them up to 2 ... still no wolf or good weapon 
you know i 'm broke ! how high maintenance would i be to spend my non-money on nails i 'm sure yr sick of the same excuse but broke 
woken up v early by a big pair of brown eyes . unfortunately they do n't belong to a puppy ... but they do belong to an evil mayan 
ok its official , i feel like crap . dunno if its allergies or a cold but i hate feeling the phlem at the back of my throat . 
anyone want to buy their dear , unemployed friend darryl an austin city limits 3-day ticket ? only $ 160 . guess i 'll sit it out this year 
but why must it be complicated ? if i want to see something that 's prob not there , why ca n't i do that w/o ppl commenting ? 
back at work ... . i am so upset my mom 's puppy chewed up my twilight book while i was sleeping and i just bought it last night 
up early because of school , only worked out for 35 minutes this morning ... gon na be in vnc all day until my evening class lets out . 
now our kitteh stanley is sick ! his lungs are filling with fluid and he has to spend the night in an oxygen chamber at the emergency vet . 
& quot ; jennnymayi had a dream thatreplied to me on twitter ! doubt it will really happen about 17 hours ago from web & quot ; awwww ! 
so i finished fixing my coffee just the way i like it and reach for the ringing phone when i knock it over and the whole thing spills ! 
the house i was looking at buying has dropped in price by �100k , so tempted but not the best of timing , it has an indoor pool tho 
the good news : the doctor agrees ; i need surgery ! ! the bad news : i have to wait til the last wednesday in may ugh ! 
i 'm home with a sick monkey again poor kidlet has some weird cough . and pinkeye , just had to ambush her with eye ointment ... joy ! 
oh , honey ... .i am so sorry that so many things have gone wrong on the way home , but you are making me giggle over here . 
sexi boi u so fly wish i could give u a try but my manz @ home waitin on me by the fone sry cant get my groove on 
omg just got in..i went to uri today . then drove around ri and then went to outlets and then went to visit family.did n't get to c friends 
observe & amp ; report is no 40 yo virgin and def no superbad . 3 out of 5 stars . saw more limp dick than i expected . 
tried to make this cake bowl thing and it looks like pudding more than cake . i stink and all i had to do was add water and microwave 
bored outta my mind . sigh nothing to do . my back is still killing me . ahhhhg . i ca n't keep up with this shitttt . fml 
ok ... so after closer observation , scratch the fly old men ... .sugar dads for other obvious reasons damn i knew it was 2 good 2 be true 
so i found out about the wii homebrew channel today , but my wii was already updated to 4.0 so i ca n't install the hack until they update 
there was a little dead bird on our mat just outside our door today . he fell from the nest just after he came into the world ... .sad 
someone gave me a biscotti that tastes like it has freezer burn and they wo n't leave so now i think i am obligated to eat the whole thing 
i saw the trailer for my sister 's keeper at 17 again ! ! ! it looks really good but i 'm not really a fan of the cast 
do n't any of my friends want to go snowboarding lately ? oh wait , they 're all out west now . wish i had snowboard friends in rochester 
tough times indeed i 'm still debating , but i think i 'm pretty much decided ... but i 've still got a year and a half to decide 
i still have major belly itch . bummer . dagger is getting a haircut tomorrow . it 's cold in my apartyment . my toilet wo n't stop running 
hey shaylah como estas ? ; d [ how are you haha ] what did i miss in english these past 3 days ? i 've been real sick 
something in the air ... edy woke up a bit ago wimpering in her sleep . i had to go soothe her while she quietly cried it out . 
so tired of being unemployed . last few jobs were so varied in what they wanted ... i had experience in all but 1 area , choose someone else 
i just saw a horrible accident outside my parents house . someone ran head-on into a tree . slumped over passed out . i hope they are ok ! 
anyone else sick of folks who do n't understand twitter constantly bashing on it for how & quot ; stupid and pointless it is & quot ; uninformed ftl 
at work w/ a headache thats sitting behind my eyes so looking at this computer screen is n't helping any & gt ; & gt ; & gt ; 
yes ! i am beginning to like it here man ! and the friends i have made are amazing . seriously . we are all going home soon . 
kim ! ! that 's so bad for your skin.. the sun is a lot stronger in mexico ... it can turn any skin red . still beautiful tho 
aww i forgot it 's tomorrow ! ! ! ! i was going to go but i completely forgot ! i 'm so sad now ( ( ( ( 
i created a folder called 'to be sorted ' for random files that needs to be sorted . now i 've got 146 files in the folder . fail 
boys in the bath , then off to bed ! ca n't wait for bloomin ' fest tomorrow ... hoping the weather is good ! looks bad for sunday 
yes , i 've had twitter unfollow 1 person so far . they finally fixed it , but now she has n't posted for a few days . bummer 
boys in the bath , then off to bed ! ca n't wait for bloomin ' fest tomorrow ... hoping the weather is good ! looks bad for sunday 
i 'm on the world wide web searching for real estate , and there is way too much that i 'm seeing and not enough that i 'm liking 
time for bed . im mad thirsty though . boring day ahead of me . no bootz til next sunday . arrrrrrrrr ! whats an explora to do ? 
i could n't make it out to see you guys tonight ; mega bummed hope it was a good show though ! i 'll see y'all next time . 
trying to figure out what exactly this thing does , how it works , etc ... i guess it really does take me while to figure these sites out 
thunder bolts & amp ; lightening around here ! 5 inches of heavy rain late in the afternoon made it a no go for a road ride ... . 
well , it 'll come back around next year . btw , my cat has fallen off the bed not once , not twice , but three times . 
ugh ! ! why is it blizzarding in colorado ? ? ? ? ! ! ! wo n't be seeing my parents this weekend there plane got cancelled ! 
ugh ! ! why is it blizzarding in colorado ? ? ? ? ! ! ! wo n't be seeing my parents this weekend their plane got cancelled ! 
is actually not going to new castle until the afternoon . of what to do with myself ? haha . paper it is . after curves and food ! 
i think there 's a problem with the isp in this area or something ... my connection go too slow to do anything online yesterday & amp ; today 
bye bye plane . anyone want to offer their private jet ? ! ! ! ! ! ( c why we need one ? ! ! ! ! ) 
not able to check my dm 's this morning via my mobile device.mentioned he sent me a dm & amp ; i missed it . i apologized . prsany 
i want to turn mine off , but i ca n't remember the service i used to do it , so i do n't know how to disable it 
it was amazing but fridays i always cut it short cus i got ta get my drunk ass to work so early but tonite its on ! ! ! 
me too so bummed i am not down there with all of you . hug everyone for me ? and give dan a big wet smooch from me ! 
bad ending to the week in winston salem - windows account on laptop got semi-hosed , and i lost ( at least for the moment ) all my settings 
yeah but i ca n't drive to apple right now soo best buy 's my only hope . i think i 've only seen the black and white there 
on the way to d.c. for the day with jillian . we 're on a charter bus and i have to pee really bad . we 're in traffic 
i am still on twilight got distracted from tv shows . just wan na know if i should read the 2nd when i am done with the first . 
is extremely disappointed she wo n't be able to go to dez 's tonight . i guess she 's not meant to get out of the damn house . 
mums yelling at me to go to bed now ! ! 11 i better go ... night followers ! ! ! ! ! ! i said night ! 11 
& gt ; brother is on his laptop so i cant edit , forgot to run scans whilst i was out and lost at cod damm this is annying 
: if they 're not showing , i 'll just have to resort to their live ticker . at least it 's better than hearing 2nd hand news . 
it 's a beautiful day and i 'm going to go in to work ! but , i 'll enjoy the sun tomorrow , so it 's okay . 
this is really weird i had a dream about lucas cruikshank i guess that shows ya how much i love him . if only he would follow me . 
made it to chicago but our group luggae with aaaaalll the costumes did n't the devil is busy but god aint sleep . and we gone kill the show 
preparing the move of an online-shop to on-rev . there is so much to pay attention to ... but after move , many things will be much easier . 
has just finished painting me shelfs ( thank god ) the bad thing is that if i not done it right i have to do it all over again 
car looks better for a clean , apart from now i can see all the dents , scratches , stone chips ... and all the bits i missed ! 
good morning catie ! my husband just left to surfing class . i could n't go , i am sick at home with the flu and feel very sleepy 
wtf ! ? is that the one from december 's trip to gc ? that makes me sad did you find out what actually went wrong with it ? 
done night shift , hit the gym on way home ... wishing it was an o'darby wkend ... .too bad about someone being on call in er all wkend 
me either ! i would have been ... 10 years ago ! i have to get up earlyish tomorrow so i do n't think i should set the alarm 
just woke up , it was supposed to go shopping today but i 've got too much homework so i 'm not going hate school ... 61 days ! 
i have to go feed herman in a minute . and then clean my room . then let herman out . pretty much what i do every morning . 
wow . knew i should 've gotten here early . they already sold out of omar vinyl . they are gon na see if they can get more . 
a cop just shot a pitbull that was attacking a little boy ! ! ! im sobbing ! ! so sad ! ! ! the boy has blood everywhere 
yay ! ! ! ... as all who choose to not do right ... even the one i voted for this time ... thank you and follw ur happy 
lol i did read it , of course ! i just wanted to be a secret agent ... ..*sigh* you tread on my dreams as yeats would say ouch 
i have lots of work to do too , thankfully tres has wifi by his pool , so i am thinking that is a fabulous option ! ! ! 
ignore the picture ! my computer is weird with uploading to twitter so i had to do it at my friends and thats the only picture she had . 
re : & quot ; what is going on with my profile ! ? hacked ! & quot ; ..yes addto get twitter related info . very heplful follow 
raced with linsey and jules this morning . . . who knew the ouhsc had so many hills ? geeee . . . they about did me in . 
was going to sleep in , but woken up by r4wk to kill a spider . i did , and now feel kinda guilty this morning smells wonderful ! 
i 'm dying of a stuffed up nose ... got ta get to the grocery store for food and afrin - that is if i can breath till then 
no . i am working at jaloux in the morning then over with you at night . morning to close . i only have like a few hours break 
those genius ' at homebase have made their laminate flooring half a mm thinner than it used to be so it wo n't line up with the old stuff 
watching boston vs chicago play off game ... all this does is make me sad bout the fact that the raptors are n't going to be part of this.. 
and i was n't happy then either . i just do n't like him . stop teasing me ... i 'm still in mourning over my stars ! heehee 
heading back 2 london after a great day at webdd ( even got some new swag ) should have stayed 4 beers but too much to do b4 monday 
had a call fm 000-000-0000. did not answer . who could it be ? going outside now to wrap my house in aluminum foil -- shiny side out ! 
i am just relaxing on this beautiful saturday ! i need to go and mow the yard but the lawn mower is toast ! hmmm , what now ? 
i got a new chapter for the book thurs . i spotted probs in it on fri. awaiting replacement . yet another weekend of work , still no payment 
are you still down for horton today ? or are you gon na ditch me to do something else b/c you know you would . haha , jkjk ! 
yes , & amp ; you are n't the first person to think so . adds credence to the fact that our virtual selves *are* extensions of us . 
sadly , i did n't see your reply until today ! i was at the pointe hilton at tapatio cliffs in phoenix . did n't want to leave ! 
i wan na go to amsterdan right now i think i 'll die of so much expected to may 29th ! luv luv luv luv luv ya ? xxxxxxxxxx 
preproduction set up & amp ; test run 2day starting @ 3. absolutely gorgeous day out today . have 2 go up 2 cogan station 1st yuck love always 
oh gosh , i need to study for math . exams on wednesday ! need to study in advanced . but i want to go to the bazaar tomorrow 
missing coachella and how is record store day going ? i 'm in a bubble , so folks , let me know what 's going on out there ! 
headin ' over to my current/old house to do some yard work . not really looking forward to it , which sucks ... want to get normal again . 
if vcu brandcenter does n't let me know of their decision by next week , i 'd have to let them go ! really like the school though ! 
grocery shopping done , food away , lunch eaten ... mac & amp ; cheese , slice of leftover pizza , jelly beans . feeling very guilty again flylady 
according 2 my lab tests , i 've been on the wrong antibiotics for a week i had bad reaction to last antibios and i still have kidney infec 
ugggghhhh que maldito hangova ... but i had a blast last night ... good times good times ! ! ! all good things must come to an end eventually 
layin down ... super sore from workin out ( 3 days ago ) like t-pain say oooooweeeee ! ! got ta go to work today ... make dis money 
nearly about to go out tonight but do n't no where ? ? ? ? where ever we go its going to be boring luve m.r sooooooooo much oxoxoxoxoxooxoxox 
shanskywalker : i still need to meet my tracey -sniffs- remember that hotmail hacking time ? lol so , ya , msn later ? ! & lt ; 3 
no way that is so f 'd . you do n't complain about anything ! i would have a tantrum ! ! ok ... i get it now xoxo 
at work fixing some code that just had to broke on the saturday evening ... man ... who the fuck invented comuters in the first place ? ? ? 
this my movie ! i 'm at work wasting the day away . supposed to be hanging out with my cousin later . idk if that 's happening now 
i feel so sick right now . i have nothing to do you we still have a few hours . i need to get out of this van . 
boston bruins matt hunwick hospitalized with a spleen injury . damn , get well soon matt . why do the hockey god 's hate the bruins ? why ? 
my first post is a rant *inhales deeply : damn you korea ! hurry up and unify ( preferably tomorrow before i hand in my essay ! ) cont.. 
without even realizing it , you taught me a lot of things , but i think you know exactly what your doing to me ... -exam @ 7 ugghh 
hello , twitterland ! it 's so nice out , but i 'm inside doing work the good thing is : i 'm making progress..even processed a few orders.. 
shud be sleeping but cant ! im guna be so fucked and grumpy for this 6am flight ! but hey ... im going on holiday so good times ! 
ooooh tonight not goin as well as planned gon na hav a bath & amp ; try chillax . hope everyone else is enjoyin their sat nights ! ! 
there are n't any & quot ; sean for dictator & quot ; rooms either i bet it 's almost as if no one wants me to be dictator 
oh , i am so sorry ... i am confused about what you are asking . maybe go into the forums on cp . they are very helpful ! 
that fat guy on britains got talent nearly made me want to hurl , sad am not going to be seeing anymore of this silly uni and no tv 
i think sometime in may ? since exams are early this year i dont think its in june idk but ticks are on sale and i have no date 
how pathetic am i ? listening to & quot ; wouldnt it be nice & quot ; by the beach boys and crying . i hate my life today 
i remember & quot ; 2 guys a girl and a pizza place. & quot ; that was a hilarious show . where the hell are the dvds ? 
got back from mah lil bros baseball game we won last nite lost 2day ugh ! ! i was mad ! home now wit a tummy ache ! ! 
why is it that i love all the things i should n't ? it 's very unhealthy . it 's going to be the death of me one day 
oh no but it 's still quite early , no ? mebbies things will flow better later on ? lol , i did worry for a moment ! xd 
what a day ! recording from 10 till 5 and some design this evening ! back to the studio at 9 tomoro ! ! i need a lie in 
just woke up from nap ! it made me feel so much better ! ! wwoot.. stuffy/ runny nose is n't that bad anymore.. sore throat is worse though 
crap ! forgot lipstick & amp ; straw hat . and i know they 'll interview me today . got spf50 but woulda liked to look good for interview 
ur kidding me .. try signin on on the web i shud i open my skype n we chat there .. wudnt mind tlkin to u now .. realli 
6 hours sleep . i need veges , but am getting picked up in 25 mins and am in my pjs . do n't think i 'll make it 
watched the doctor who easter special this morning . loved it , but not looking forward to tennant 's departure . and yes , ms. ryan : hot ! 
just saw my old house for the first time in a long time . it 's so beautiful they 've done a ton to it ... i miss it 
i asked on o 's website how i could get show tickets to surprise my wife . this was long ago , and i heard back from nobody . 
ha yeap ! well im gon na try . =/ and why cant you go again ? you made it seem like you were gon na go last night 
so we never went to softball . o well haha . hanging in my room and then dinner . idk if i am going out i still feel icky 
26 mile ride today , got to see my brother-in-law and his family . good day so far ! yard work may be the plan for the afternoon . 
you laughed on that poor tree 's face-branch ? omg ! how rude of you ! ! hahahaha . poor tree , must be a boring , stationary life 
wondering why the nba is not playing in my favor today..both of my teams lost today . ohsa wellsa ... on to the game tonight @ 8 ! ! 
i give up too ! the worst day in a while ! fuck the military . best part of today was finding out hawkeye has a butthole chin . 
the imposter showing had a great turn out ! ! seemed like everyone was there ... accept me ... my flight was delayed cause of weather all good . 
is annoyed to learn that someone else is on twitter with my name no worries they are n't a fake me , its just they have my name ! 
i love the rain ... .uh ... .but i did sleep until 140pm too dark in my bedroom ! ! now i am latched to the computer until 6pm 
oooo what kind ? i 'm mad . i 'm definitely in the baking mood but our fridge is broken so i do n't have anything to bake with 
allergies ? ! ? ! ? ! wtf . only klamath would do this to me . btw..manreet scott and sita , are you studying for bio ? ? 
in long beach our flight does n't take off until 4:50 but i 'm almost home , mexico was amazing but damn i 'm bored i 'm the airport 
done . is fantasia really on twitter ? noticed she sent you a message , but she has no followers . i will add her it it 's her 
okay so.. a 15 minute break did n't seem like enough ... and neither does a 30 maybe i just do n't feel like working , ever..in my life.. 
nt long til u gys r on tour wit no doubt ! gutted there r no uk dates seen any good movies recently ? need something 2 do ! 
went to pure groove and rough trade , but do n't remember name of the band ... pg had to make space , so no records to flick through 
need to do homework before school starts on monday only 2 do but oh well still need to do it iwill do it on godly day sunday after church 
thinkreferrals , is the only one i 've had a chat with on here . other than that nope . twitter sucks , people do n't wan na chat 
just finnished reading chapter 1. it was very good , keeps you on edge and makes u want to read on.however i am too tired to read any more 
i know same , but i want to be able to sing more than anything . it 'll never happen with the crap aka vocal chords in my throat 
